title,avg_rating,voted_by,genre,history,art_and_architecture,nature,adventure,entertainment,health_and_lifestyle,food,industries,religious,latitude,longitude
Adventure Ascent,4.77190569744597,0,"['City Tours', 'Cultural Tours']",True,True,False,False,True,False,False,False,False,,
Pavitra Kailash Yatra,4.77190569744597,0,"['Multi-day Tours', 'Cultural Tours']",True,False,False,False,False,False,False,False,False,,
Outdoor Adventure Center Nepal,4.77190569744597,0,['Game & Entertainment Centers'],False,False,False,False,True,False,False,False,False,,
Gorkhali Adventures Pvt Ltd,4.77190569744597,0,"['Private Tours', 'Day Trips']",False,False,True,False,False,False,False,False,False,,
Khukuri House,4.77190569744597,0,['Speciality & Gift Shops'],True,True,False,False,False,False,False,False,False,,
Holiday Treks And Expedition,4.77190569744597,0,"['Cultural Tours', 'Climbing Tours']",False,True,False,False,False,False,False,False,True,,
NH Travels and Tours,4.77190569744597,0,"['Multi-day Tours', 'Climbing Tours']",True,False,False,False,False,False,False,False,False,,
Holiday Treks & Expeditions,4.77190569744597,0,"['Multi-day Tours', 'Cultural Tours']",True,False,False,False,False,False,False,False,False,,
Pancha Kosha Himalayan Spa,4.77190569744597,0,"['Architectural Buildings', 'Libraries']",True,True,False,False,False,False,False,False,False,,
Tranquility Spa,4.77190569744597,0,['Spas'],False,False,False,False,False,True,False,False,False,,
"Tranquility Beauty Salon, Lazimpat",4.77190569744597,0,['Yoga & Pilates'],False,False,False,False,False,True,False,False,False,,
Kasa Boudh,4.77190569744597,0,['Speciality & Gift Shops'],True,True,False,False,False,False,False,False,False,,
Bandipur SPA,4.77190569744597,0,['Day Trips'],False,False,False,False,False,False,False,False,False,,
Red Carpet Journey,4.77190569744597,0,"['City Tours', 'Cultural Tours']",True,True,False,False,True,False,False,False,False,,
Sole Encounters,4.77190569744597,0,"['Multi-day Tours', 'Walking Tours']",True,False,False,False,False,False,False,False,False,,
Beebal Singh Limbu,4.77190569744597,0,"['City Tours', 'Multi-day Tours']",True,True,False,False,True,False,False,False,False,,
Nepal View Treks and Expedition,4.77190569744597,0,"['Multi-day Tours', 'Helicopter Tours']",True,False,False,False,False,False,False,False,False,,
Sujan Dhakal,4.77190569744597,0,"['Multi-day Tours', 'Safaris']",True,False,False,False,False,False,False,False,False,,
Api Adventure Eco Tour,4.77190569744597,0,"['Multi-day Tours', 'Canyoning & Rappelling Tours']",True,False,False,False,False,False,False,False,False,,
Raj Kumar,4.77190569744597,0,"['Multi-day Tours', 'Cultural Tours']",True,False,False,False,False,False,False,False,False,,
Sumire Tours and Travel,4.77190569744597,0,['Multi-day Tours'],True,False,False,False,False,False,False,False,False,,
Everest Rhino Travel Pvt Ltd,4.77190569744597,0,"['Multi-day Tours', 'Private Tours']",True,False,False,False,False,False,False,False,False,,
One Nepal Treks and Tours,4.77190569744597,0,"['Historical & Heritage Tours', 'Sightseeing Tours']",True,True,False,False,False,False,False,False,False,,
Bucket List Travel,4.77190569744597,0,"['Multi-day Tours', 'Sightseeing Tours']",True,False,False,False,False,False,False,False,False,,
Nepal Power Places,4.77190569744597,0,"['Multi-day Tours', 'Safaris']",True,False,False,False,False,False,False,False,False,,
Sukram Lama,4.77190569744597,0,"['Hiking & Camping Tours', 'Day Trips']",False,False,False,True,False,False,False,False,False,,
Wind Horse Trekking Pvt Ltd,4.77190569744597,0,"['Multi-day Tours', 'Private Tours']",True,False,False,False,False,False,False,False,False,,
Kathmandu Day Trips,4.77190569744597,0,"['Multi-day Tours', 'Taxis & Shuttles']",True,False,False,False,False,False,False,False,False,,
Chandragiri Hill,4.77190569744597,0,"['Points of Interest & Landmarks', 'Lookouts']",True,True,True,False,False,False,False,False,False,,
Aspiration Adventure,4.77190569744597,0,"['Multi-day Tours', 'Helicopter Tours']",True,False,False,False,False,False,False,False,False,,
Pokhara Tour,4.77190569744597,0,"['Multi-day Tours', 'Private Tours']",True,False,False,False,False,False,False,False,False,,
Himalayan Enfielders,4.77190569744597,0,"['Bike Tours', 'Motorcycle Tours']",False,False,False,True,False,False,False,False,False,,
Bimal Dhamala,4.77190569744597,0,"['Multi-day Tours', 'Canyoning & Rappelling Tours']",True,False,False,False,False,False,False,False,False,,
Chitwan National Park Tours,4.77190569744597,0,['Safaris'],False,False,True,True,False,False,False,False,False,,
Good Times,4.77190569744597,0,"['Multi-day Tours', 'Taxis & Shuttles']",True,False,False,False,False,False,False,False,False,,
Bullet station Pokhara Parsyang,4.77190569744597,0,"['Taxis & Shuttles', 'Bike Tours']",False,False,False,False,False,False,False,False,False,,
Jake Basnet,4.77190569744597,0,"['Multi-day Tours', 'Helicopter Tours']",True,False,False,False,False,False,False,False,False,,
Hima Nepal Tours & Treks,4.77190569744597,0,"['Multi-day Tours', '4WD, ATV & Off-Road Tours']",True,False,False,False,False,False,False,False,False,,
Snowy Dream World - Tours & Adventure,4.77190569744597,0,"['Multi-day Tours', 'Canyoning & Rappelling Tours']",True,False,False,False,False,False,False,False,False,,
Rudra Khanal,4.77190569744597,0,"['Parasailing & Paragliding', 'Multi-day Tours']",False,False,False,True,False,False,False,False,False,,
Women Empowerment Trek,4.77190569744597,0,"['Multi-day Tours', 'Hiking & Camping Tours']",True,False,False,False,False,False,False,False,False,,
Sujan Ratna Shakya,4.77190569744597,0,"['Paint & Pottery Studios', 'Multi-day Tours']",True,True,False,False,False,False,False,False,False,,
Sherpa Mountaineering,4.77190569744597,0,['Climbing Tours'],False,False,True,True,False,False,False,False,False,,
Happy Karma Travels,4.77190569744597,0,"['City Tours', 'Multi-day Tours']",True,True,False,False,True,False,False,False,False,,
Happy Karma Travels,4.77190569744597,0,['Private Tours'],False,False,True,False,False,False,False,False,False,,
Rupak ROka,4.77190569744597,0,"['Multi-day Tours', '4WD, ATV & Off-Road Tours']",True,False,False,False,False,False,False,False,False,,
Khopra Danda Trek,4.77190569744597,0,['Hiking Trails'],False,False,True,True,False,False,False,False,False,,
One Life Adventure Team,4.77190569744597,0,"['Climbing Tours', 'Hiking & Camping Tours']",False,False,True,True,False,False,False,False,False,,
Himalaya Asuka Treks & Expedition P Ltd,4.77190569744597,0,"['Multi-day Tours', 'Walking Tours']",True,False,False,False,False,False,False,False,False,,
Spyders Adventure Pvt Ltd,4.77190569744597,0,"['Multi-day Tours', 'Safaris']",True,False,False,False,False,False,False,False,False,,
Rabi Adhikari,4.77190569744597,0,['Helicopter Tours'],False,False,True,True,False,False,False,False,False,,
Humanitourismorg,4.77190569744597,0,"['Parasailing & Paragliding', 'Multi-day Tours']",False,False,False,True,False,False,False,False,False,,
Trek To Edge,4.77190569744597,0,"['Multi-day Tours', 'Safaris']",True,False,False,False,False,False,False,False,False,,
Trooper,4.77190569744597,0,"['Helicopter Tours', 'Hiking & Camping Tours']",False,False,True,True,False,False,False,False,False,,
Lets Go Hiking Nepal,4.77190569744597,0,"['Multi-day Tours', 'Day Trips']",True,False,False,False,False,False,False,False,False,,
Great Gurkha Khukuri,4.77190569744597,0,['Speciality & Gift Shops'],True,True,False,False,False,False,False,False,False,,
Holiday pLanner,4.77190569744597,0,"['Bar, Club & Pub Tours', 'Adrenaline & Extreme Tours']",False,False,False,False,True,False,False,False,False,,
Great Gurkha Kukri House,4.77190569744597,0,['Speciality & Gift Shops'],True,True,False,False,False,False,False,False,False,,
Middle East Travel & Tours Pvt LTd,4.77190569744597,0,"['City Tours', 'Multi-day Tours']",True,True,False,False,True,False,False,False,False,,
Veris Adventure Travels and Tours,4.77190569744597,0,"['Multi-day Tours', 'Cultural Tours']",True,False,False,False,False,False,False,False,False,,
Reshmi Parajuli,4.77190569744597,0,"['Multi-day Tours', 'Cultural Tours']",True,False,False,False,False,False,False,False,False,,
Galz Beauty Parlour,4.77190569744597,0,['Spas'],False,False,False,False,False,True,False,False,False,,
Sukram Lama,4.77190569744597,0,"['Multi-day Tours', 'Walking Tours']",True,False,False,False,False,False,False,False,False,,
fire dance workshop,4.77190569744597,0,"['Paint & Pottery Studios', 'Sports Camps & Clinics']",True,True,False,False,False,False,False,False,False,,
Yoga Shala Nepal,4.77190569744597,0,['Sports Camps & Clinics'],False,False,False,True,False,True,False,False,False,,
Nepal Traveler Helper,4.77190569744597,0,"['Climbing Tours', 'Hiking & Camping Tours']",False,False,True,True,False,False,False,False,False,,
Narbin Magar,4.77190569744597,0,"['Multi-day Tours', 'Bike Tours']",True,False,False,False,False,False,False,False,False,,
Umbrella Trekking,4.77190569744597,0,['Multi-day Tours'],True,False,False,False,False,False,False,False,False,,
Tiger Lily Petting Farm & Hands-on Museum,4.77190569744597,0,['Zoos'],False,False,True,False,True,False,False,False,False,,
Trek Holiday Tour & Trek PvtLtd,4.77190569744597,0,"['Multi-day Tours', 'Bike Tours']",True,False,False,False,False,False,False,False,False,,
Nepal Rafting Center,4.77190569744597,0,['River Rafting & Tubing'],False,False,False,True,False,False,False,False,False,,
One World Holidays Nepal,4.77190569744597,0,"['City Tours', 'Multi-day Tours']",True,True,False,False,True,False,False,False,False,,
Unfold Nepal,4.77190569744597,0,"['Multi-day Tours', 'Historical & Heritage Tours']",True,False,False,False,False,False,False,False,False,,
Tintin and Sherpa Adventure Trekking,4.77190569744597,0,"['Multi-day Tours', 'Hiking & Camping Tours']",True,False,False,False,False,False,False,False,False,,
Highway to Himalayas,4.77190569744597,0,"['City Tours', 'Helicopter Tours']",True,True,False,False,True,False,False,False,False,,
Samjhana Travels and Tours,4.77190569744597,0,"['City Tours', 'Multi-day Tours']",True,True,False,False,True,False,False,False,False,,
Golumbini,4.77190569744597,0,"['City Tours', 'Multi-day Tours']",True,True,False,False,True,False,False,False,False,,
Divine Mountain Tours and Travels,4.77190569744597,0,"['Sightseeing Tours', 'Hiking & Camping Tours']",False,True,True,True,False,False,False,False,False,,
Holiday Mountain,4.77190569744597,0,"['Multi-day Tours', 'Sightseeing Tours']",True,False,False,False,False,False,False,False,False,,
Trek and Tours to Nepal  P Ltd,4.77190569744597,0,"['Multi-day Tours', 'Canyoning & Rappelling Tours']",True,False,False,False,False,False,False,False,False,,
Adventure Snow Mountain Pvt Ltd,4.77190569744597,0,['Day Trips'],False,False,False,False,False,False,False,False,False,,
Tiger Lily Petting Farm & Hands-On Museum,4.77190569744597,0,['Zoos'],False,False,True,False,True,False,False,False,False,,
Superb Catalyst Trekking & Tour,4.77190569744597,0,"['Cultural Tours', 'Helicopter Tours']",False,True,False,False,False,False,False,False,True,,
Go Beyond,4.77190569744597,0,"['City Tours', 'Multi-day Tours']",True,True,False,False,True,False,False,False,False,,
Privé Nepal,4.77190569744597,0,"['Bars & Clubs', 'Karaoke Bars']",False,False,False,False,True,False,False,False,False,,
Mission Himalaya Treks,4.77190569744597,0,"['Multi-day Tours', 'Day Trips']",True,False,False,False,False,False,False,False,False,,
Splindid High Adventure,4.77190569744597,0,"['Multi-day Tours', 'Climbing Tours']",True,False,False,False,False,False,False,False,False,,
Himalayan Travellers,4.77190569744597,0,"['Safaris', 'Walking Tours']",False,False,True,True,False,False,False,False,False,,
Tranquility Spa,4.77190569744597,0,['Spas'],False,False,False,False,False,True,False,False,False,,
Image Travel and Tours,4.77190569744597,0,"['4WD, ATV & Off-Road Tours', 'Safaris']",False,False,False,True,False,False,False,False,False,,
Happy Hour Adventure,4.77190569744597,0,"['Parasailing & Paragliding', 'Hiking & Camping Tours']",False,False,False,True,False,False,False,False,False,,
Puja Traders,4.77190569744597,0,['Speciality & Gift Shops'],True,True,False,False,False,False,False,False,False,,
E Paragliding,4.77190569744597,0,['Parasailing & Paragliding'],False,False,False,True,False,False,False,False,False,,
Peace Land's Travel & Tours,4.77190569744597,0,"['Historical & Heritage Tours', 'Climbing Tours']",True,True,False,False,False,False,False,False,False,,
Kay Garnay for Nepal,4.77190569744597,0,"['Private Tours', 'Self-Guided Tours & Rentals']",False,False,True,False,False,False,False,False,False,,
Sparkling Holidays,4.77190569744597,0,"['Multi-day Tours', 'Cultural Tours']",True,False,False,False,False,False,False,False,False,,
High Mountain Wave Trekking,4.77190569744597,0,"['Adrenaline & Extreme Tours', 'Hiking & Camping Tours']",False,False,True,True,False,False,False,False,False,,
Going Nepal,4.77190569744597,0,"['Multi-day Tours', 'Cultural Tours']",True,False,False,False,False,False,False,False,False,,
Zambuling Expedition,4.77190569744597,0,"['Multi-day Tours', 'Cultural Tours']",True,False,False,False,False,False,False,False,False,,
Kriss Simkhada,4.77190569744597,0,"['City Tours', 'Multi-day Tours']",True,True,False,False,True,False,False,False,False,,
Sushil Lama,4.77190569744597,0,['Nature & Wildlife Tours'],False,False,True,True,False,False,False,False,False,,
Sanjay Khanal,4.77190569744597,0,"['Multi-day Tours', 'Adrenaline & Extreme Tours']",True,False,False,False,False,False,False,False,False,,
Nepal Motorbike Tour,4.77190569744597,0,"['Multi-day Tours', 'Motorcycle Tours']",True,False,False,False,False,False,False,False,False,,
Rajendra Rajak,4.77190569744597,0,"['Cultural Tours', 'Historical & Heritage Tours']",False,True,False,False,False,False,False,False,True,,
Dipak Bhandari,4.77190569744597,0,"['Taxis & Shuttles', 'Day Trips']",False,False,False,False,False,False,False,False,False,,
Abhay Sharma,4.77190569744597,0,"['Parasailing & Paragliding', 'Multi-day Tours']",False,False,False,True,False,False,False,False,False,,
OpenRoads,4.77190569744597,0,"['Motorcycle Tours', 'Self-Guided Tours & Rentals']",False,False,False,False,False,False,False,False,False,,
Sailesh Deshemaru,4.77190569744597,0,"['Multi-day Tours', '4WD, ATV & Off-Road Tours']",True,False,False,False,False,False,False,False,False,,
Bliss Massage & Physical Therapy center,4.77190569744597,0,['Spas'],False,False,False,False,False,True,False,False,False,,
Pradip Karki,4.77190569744597,0,"['Multi-day Tours', 'Safaris']",True,False,False,False,False,False,False,False,False,,
Sandeep Rijal,4.77190569744597,0,"['Multi-day Tours', 'Safaris']",True,False,False,False,False,False,False,False,False,,
Thrill Nepal Adventure,4.77190569744597,0,"['Paint & Pottery Studios', 'Multi-day Tours']",True,True,False,False,False,False,False,False,False,,
Green Horizon Tours & Travels - Thamel,4.77190569744597,0,"['City Tours', 'Historical & Heritage Tours']",True,True,False,False,True,False,False,False,False,,
Bucket List Travel,4.77190569744597,0,"['City Tours', 'Multi-day Tours']",True,True,False,False,True,False,False,False,False,,
Luxury Yogi Holistic Health Center,4.77190569744597,0,"['Paint & Pottery Studios', 'Sports Camps & Clinics']",True,True,False,False,False,False,False,False,False,,
Sunrise Jewellers,4.77190569744597,0,['Speciality & Gift Shops'],True,True,False,False,False,False,False,False,False,,
Mahaguthi Craft With Conscience,4.77190569744597,0,['Speciality & Gift Shops'],True,True,False,False,False,False,False,False,False,,
Namrata Subedi,4.77190569744597,0,"['Paint & Pottery Studios', 'Sports Camps & Clinics']",True,True,False,False,False,False,False,False,False,,
Krishna Pariyar,4.77190569744597,0,"['Safaris', 'Taxis & Shuttles']",False,False,True,True,False,False,False,False,False,,
Spiritual Expeditions PvtLtd,4.77190569744597,0,"['Multi-day Tours', 'Walking Tours']",True,False,False,False,False,False,False,False,False,,
Aarya Tara,4.77190569744597,0,"['Multi-day Tours', 'Adrenaline & Extreme Tours']",True,False,False,False,False,False,False,False,False,,
Gyan Bahadur Rai,4.77190569744597,0,"['Multi-day Tours', 'Canyoning & Rappelling Tours']",True,False,False,False,False,False,False,False,False,,
Alpwander_adventures,4.77190569744597,0,"['Multi-day Tours', 'Canyoning & Rappelling Tours']",True,False,False,False,False,False,False,False,False,,
Naata Trek and Tours,4.77190569744597,0,"['Multi-day Tours', 'Adrenaline & Extreme Tours']",True,False,False,False,False,False,False,False,False,,
Three Sixty Travels,4.77190569744597,0,"['Multi-day Tours', 'Canyoning & Rappelling Tours']",True,False,False,False,False,False,False,False,False,,
Signature Tours,4.77190569744597,0,"['Helicopter Tours', 'Balloon Rides']",False,False,True,True,False,False,False,False,False,,
Discover Nepal,4.77190569744597,0,['Multi-day Tours'],True,False,False,False,False,False,False,False,False,,
Osho Vision Treks and Expedition Pvt Ltd,4.77190569744597,0,"['Multi-day Tours', 'Canyoning & Rappelling Tours']",True,False,False,False,False,False,False,False,False,,
Trekkingguide Nepal // Kedar,4.77190569744597,0,"['Multi-day Tours', 'Hiking & Camping Tours']",True,False,False,False,False,False,False,False,False,,
susmita luitel,4.77190569744597,0,"['Multi-day Tours', 'Hiking & Camping Tours']",True,False,False,False,False,False,False,False,False,,
Real Sherpa Adventures,4.77190569744597,0,"['Multi-day Tours', 'Adrenaline & Extreme Tours']",True,False,False,False,False,False,False,False,False,,
Variety Trekking House,4.77190569744597,0,['Speciality & Gift Shops'],True,True,False,False,False,False,False,False,False,,
Gaze Nepal,4.77190569744597,0,"['River Rafting & Tubing', 'Cultural Tours']",False,False,False,True,False,False,False,False,False,,
Bigu Life Festival,4.77190569744597,0,"['Multi-day Tours', 'Cultural Tours']",True,False,False,False,False,False,False,False,False,,
All Nepal Excursion,4.77190569744597,0,"['Multi-day Tours', 'Private Tours']",True,False,False,False,False,False,False,False,False,,
Timro Conceptstore,4.77190569744597,0,['Speciality & Gift Shops'],True,True,False,False,False,False,False,False,False,,
Nepalese Mountain Dreams and Journeys pvt Ltd,4.77190569744597,0,"['Multi-day Tours', 'Walking Tours']",True,False,False,False,False,False,False,False,False,,
Bucket List Travel,4.77190569744597,0,"['River Rafting & Tubing', 'Zipline & Aerial Adventure Parks']",False,False,False,True,False,False,False,False,False,,
Mountainia Trek,4.77190569744597,0,"['City Tours', 'Multi-day Tours']",True,True,False,False,True,False,False,False,False,,
Travel Corporation Nepal,4.77190569744597,0,"['Parasailing & Paragliding', 'Multi-day Tours']",False,False,False,True,False,False,False,False,False,,
Sanjit KC Tours and Treks,4.77190569744597,0,"['Multi-day Tours', 'Adrenaline & Extreme Tours']",True,False,False,False,False,False,False,False,False,,
TrekandTours,4.77190569744597,0,"['Multi-day Tours', 'Safaris']",True,False,False,False,False,False,False,False,False,,
Bashuki Nag Temple,4.77190569744597,0,['Religious Sites'],True,True,False,False,False,False,False,False,True,,
Everest Treks Nepal,4.77190569744597,0,"['4WD, ATV & Off-Road Tours', 'Climbing Tours']",False,False,False,True,False,False,False,False,False,,
Holiday World Trekking Nepal,4.77190569744597,0,"['Parasailing & Paragliding', 'City Tours']",False,False,False,True,False,False,False,False,False,,
Vedic Yoga Academy,4.77190569744597,0,['Yoga & Pilates'],False,False,False,False,False,True,False,False,False,,
Mountain Trotters Treks & Expedition Pvt Ltd,4.77190569744597,0,"['Parasailing & Paragliding', 'River Rafting & Tubing']",False,False,False,True,False,False,False,False,False,,
Amrita Yoga Foundation,4.77190569744597,0,['Yoga & Pilates'],False,False,False,False,False,True,False,False,False,,
To Travel Nepal Tours and Travels Pvt Ltd,4.77190569744597,0,['Private Tours'],False,False,True,False,False,False,False,False,False,,
Vajra Adventure,4.77190569744597,0,"['Helicopter Tours', 'Walking Tours']",False,False,True,True,False,False,False,False,False,,
OUTDO-adventures,4.77190569744597,0,"['Multi-day Tours', 'Gear Rentals']",True,False,False,False,False,False,False,False,False,,
Shanta Nepali Productions,4.77190569744597,0,"['Cultural Tours', 'Adrenaline & Extreme Tours']",False,True,False,False,False,False,False,False,True,,
Pokhara Hemp Gallery,4.77190569744597,0,['Paint & Pottery Studios'],True,True,False,False,False,False,False,False,False,,
Himalaya Thunder Treks & Expedition Pvt Ltd,4.77190569744597,0,"['Multi-day Tours', '4WD, ATV & Off-Road Tours']",True,False,False,False,False,False,False,False,False,,
Diana Travels and Tours,4.77190569744597,0,"['River Rafting & Tubing', 'Historical & Heritage Tours']",False,False,False,True,False,False,False,False,False,,
Nomadic Knights,4.77190569744597,0,['Motorcycle Tours'],False,False,False,False,False,False,False,False,False,,
Trekting Tours & Expedition,4.77190569744597,0,"['Multi-day Tours', 'Cultural Tours']",True,False,False,False,False,False,False,False,False,,
Trekting Tours & Expedition,4.77190569744597,0,['Multi-day Tours'],True,False,False,False,False,False,False,False,False,,
Jungle Safari Tours,4.77190569744597,0,"['4WD, ATV & Off-Road Tours', 'Walking Tours']",False,False,False,True,False,False,False,False,False,,
Nepal Wildlife Tour,4.77190569744597,0,"['Safaris', 'Taxis & Shuttles']",False,False,True,True,False,False,False,False,False,,
Mad Honey,4.77190569744597,0,['Speciality & Gift Shops'],True,True,False,False,False,False,False,False,False,,
Sherpa Backpackers,4.77190569744597,0,"['Multi-day Tours', 'Hiking & Camping Tours']",True,False,False,False,False,False,False,False,False,,
Shar Minub Monastery,4.77190569744597,0,['Religious Sites'],True,True,False,False,False,False,False,False,True,,
Luisa Sánchez,4.77190569744597,0,"['Multi-day Tours', 'Cultural Tours']",True,False,False,False,False,False,False,False,False,,
Noble Trek,4.77190569744597,0,"['4WD, ATV & Off-Road Tours', 'Bike Tours']",False,False,False,True,False,False,False,False,False,,
EasyGo Nepal,4.77190569744597,0,"['Multi-day Tours', 'Canyoning & Rappelling Tours']",True,False,False,False,False,False,False,False,False,,
EHT Travel Pvt Ltd,4.77190569744597,0,"['Parasailing & Paragliding', 'Multi-day Tours']",False,False,False,True,False,False,False,False,False,,
Luxury Travel and Tours Pvt Ltd,4.77190569744597,0,"['City Tours', 'Multi-day Tours']",True,True,False,False,True,False,False,False,False,,
Himalayan Journey,4.77190569744597,0,"['Multi-day Tours', 'Canyoning & Rappelling Tours']",True,False,False,False,False,False,False,False,False,,
Door to Himalaya,4.77190569744597,0,"['Multi-day Tours', '4WD, ATV & Off-Road Tours']",True,False,False,False,False,False,False,False,False,,
Wildlife Expedition and Safari,4.77190569744597,0,"['4WD, ATV & Off-Road Tours', 'Safaris']",False,False,False,True,False,False,False,False,False,,
Boudha Retreats,4.77190569744597,0,['Paint & Pottery Studios'],True,True,False,False,False,False,False,False,False,,
Gokyo Peak Travels & Tours Pltd,4.77190569744597,0,"['Canyoning & Rappelling Tours', '4WD, ATV & Off-Road Tours']",False,False,False,True,False,False,False,False,False,,
Atithi satkar,4.77190569744597,0,"['City Tours', 'Multi-day Tours']",True,True,False,False,True,False,False,False,False,,
Trekking With Purpose,4.77190569744597,0,['Multi-day Tours'],True,False,False,False,False,False,False,False,False,,
Swornim Tours & Travel Pvt  Ltd,4.77190569744597,0,"['Multi-day Tours', 'Helicopter Tours']",True,False,False,False,False,False,False,False,False,,
Donkeys Adventures Pvt Ltd,4.77190569744597,0,"['4WD, ATV & Off-Road Tours', 'Helicopter Tours']",False,False,False,True,False,False,False,False,False,,
Nepal TravelBiz,4.77190569744597,0,"['Multi-day Tours', 'Safaris']",True,False,False,False,False,False,False,False,False,,
EE Treks and Expeditions pvt ltd,4.77190569744597,0,"['Multi-day Tours', 'Eco Tours']",True,False,False,False,False,False,False,False,False,,
Everest Sherpa Adventure PvtLtd,4.77190569744597,0,"['Safaris', 'Climbing Tours']",False,False,True,True,False,False,False,False,False,,
Chameli Holidays,4.77190569744597,0,"['Multi-day Tours', 'Helicopter Tours']",True,False,False,False,False,False,False,False,False,,
Hiking Package,4.77190569744597,0,"['Multi-day Tours', 'Climbing Tours']",True,False,False,False,False,False,False,False,False,,
MKS Handicraft,4.77190569744597,0,['Speciality & Gift Shops'],True,True,False,False,False,False,False,False,False,,
Khumbu Alpine Travel,4.77190569744597,0,"['Climbing Tours', 'Motorcycle Tours']",False,False,True,True,False,False,False,False,False,,
One Globe Travels and Tourism Pvt Ltd,4.77190569744597,0,"['City Tours', 'Multi-day Tours']",True,True,False,False,True,False,False,False,False,,
Zero Degree Travels and Tours,4.77190569744597,0,"['City Tours', 'Sightseeing Tours']",True,True,False,False,True,False,False,False,False,,
Typical Nepal Travel,4.77190569744597,0,"['City Tours', 'Multi-day Tours']",True,True,False,False,True,False,False,False,False,,
Peace Himalayan Travel and Tours,4.77190569744597,0,"['Multi-day Tours', 'Helicopter Tours']",True,False,False,False,False,False,False,False,False,,
Nefa Treks,4.77190569744597,0,"['Multi-day Tours', 'Walking Tours']",True,False,False,False,False,False,False,False,False,,
Sherpahirecom,4.77190569744597,0,['Hiking & Camping Tours'],False,False,False,True,False,False,False,False,False,,
Enlightenment Nepal,4.77190569744597,0,"['Parasailing & Paragliding', 'Multi-day Tours']",False,False,False,True,False,False,False,False,False,,
Aaha Sister Creation,4.77190569744597,0,['Speciality & Gift Shops'],True,True,False,False,False,False,False,False,False,,
iNFINITY ADVENTURE NEPAL,4.77190569744597,0,"['Multi-day Tours', 'Cultural Tours']",True,False,False,False,False,False,False,False,False,,
Earthly Quests,4.77190569744597,0,['Multi-day Tours'],True,False,False,False,False,False,False,False,False,,
Athena Expedition,4.77190569744597,0,"['City Tours', 'Cultural Tours']",True,True,False,False,True,False,False,False,False,,
Insight Nepal,4.77190569744597,0,['Multi-day Tours'],True,False,False,False,False,False,False,False,False,,
Inframe Nepal,4.77190569744597,0,"['Multi-day Tours', 'Hiking & Camping Tours']",True,False,False,False,False,False,False,False,False,,
Rhino Ride - Self Drive Bike and Scooter Rental,4.77190569744597,0,['Self-Guided Tours & Rentals'],False,False,False,False,True,False,False,False,False,,
Buddha Treks & Expedition,4.77190569744597,0,"['4WD, ATV & Off-Road Tours', 'Adrenaline & Extreme Tours']",False,False,False,True,False,False,False,False,False,,
Fresh Liquorland,4.77190569744597,0,['Speciality & Gift Shops'],True,True,False,False,False,False,False,False,False,,
Nepal Thirsty Travels & Tours,4.77190569744597,0,"['City Tours', 'Multi-day Tours']",True,True,False,False,True,False,False,False,False,,
Trekking Nepal,4.77190569744597,0,"['Multi-day Tours', 'Private Tours']",True,False,False,False,False,False,False,False,False,,
The Tour Trek Travel Nepal,4.77190569744597,0,"['Multi-day Tours', 'Climbing Tours']",True,False,False,False,False,False,False,False,False,,
Hima Nepal Tours & Treks,4.77190569744597,0,"['Multi-day Tours', 'Safaris']",True,False,False,False,False,False,False,False,False,,
Carabiner Holidays,4.77190569744597,0,"['City Tours', 'Historical & Heritage Tours']",True,True,False,False,True,False,False,False,False,,
Social & Commercial Information Page of Nepal– Everything In Nepal,4.77190569744597,0,['Nature & Wildlife Tours'],False,False,True,True,False,False,False,False,False,,
ABC himalayan trekking and tours,4.77190569744597,0,"['Multi-day Tours', 'Hiking & Camping Tours']",True,False,False,False,False,False,False,False,False,,
Kailash Helicopter Services,4.77190569744597,0,"['Helicopter Tours', 'Taxis & Shuttles']",False,False,True,True,False,False,False,False,False,,
szal maharzan,4.77190569744597,0,"['Multi-day Tours', 'Private Tours']",True,False,False,False,False,False,False,False,False,,
W Adventures,4.77190569744597,0,"['Climbing Tours', 'Hiking & Camping Tours']",False,False,True,True,False,False,False,False,False,,
Apex Tour And Treks,4.77190569744597,0,"['Climbing Tours', 'Hiking & Camping Tours']",False,False,True,True,False,False,False,False,False,,
Earthly Quests,4.77190569744597,0,"['Climbing Tours', 'Hiking & Camping Tours']",False,False,True,True,False,False,False,False,False,,
ktmguide,4.77190569744597,0,"['Bar, Club & Pub Tours', 'Multi-day Tours']",False,False,False,False,True,False,False,False,False,,
Manaslu Adventure Treks,4.77190569744597,0,"['Multi-day Tours', 'Bike Tours']",True,False,False,False,False,False,False,False,False,,
Shyam Pandey,4.77190569744597,0,"['City Tours', 'Multi-day Tours']",True,True,False,False,True,False,False,False,False,,
Nepal Trekking Path,4.77190569744597,0,"['Hiking & Camping Tours', 'Nature & Wildlife Tours']",False,False,False,True,False,False,False,False,False,,
August Mountain Travels & Tours,4.77190569744597,0,"['Cultural Tours', 'Historical & Heritage Tours']",False,True,False,False,False,False,False,False,True,,
Nepal Trekking Guide,4.77190569744597,0,"['Multi-day Tours', 'Safaris']",True,False,False,False,False,False,False,False,False,,
Kumar Rupakheti,4.77190569744597,0,"['Private Tours', 'Day Trips']",False,False,True,False,False,False,False,False,False,,
pokharaenduro,4.77190569744597,0,['Multi-day Tours'],True,False,False,False,False,False,False,False,False,,
